Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug code,Drug brand names
4512,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,95714,Electroencephalogram with video (VEEG) review of data technical description by EEG technologist each increment of 12-26 hours unmonitored,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4513,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,54125,Amputation of penis complete,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4514,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,95720,Electroencephalogram (EEG) continuous recording physician or other qualified health care professional review of recorded events analysis of spike and seizure detection each increment of greater than 12 hours up to 26 hours of EEG recording interpret,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4515,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,J9217,Leuprolide Acetate Suspnsion,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4516,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0017,Alcohol And/Or Drug Services,1,0,0,0,0,0,0,1,0,NA,NA,NA
4517,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,53430,Urethroplasty reconstruction of female urethra,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4518,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,14301,Adjacent tissue transfer or rearrangement any area defect 30.1 sq cm to 60.0 sq cm,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4519,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,54520,Orchiectomy simple (including subcapsular) with or without testicular prosthesis scrotal or inguinal approach,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4520,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99223,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and high level of medical decision making. When using total time on the date of the encounter for code selection 75 minutes must be met or exceeded.,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4521,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0018,Alcohol And/Or Drug Services,1,0,0,0,0.1,851.2,0,1,3,NA,NA,NA
4522,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99222,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date of the encounter for code selection 55 minutes must be met or exceeded.,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4523,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,124,Room and board Semi-Private Psychiatric,19,1,0,536.3,25.8,0,2,17,0,NA,NA,NA
4524,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,126,Room and board Semi Private Detoxification,2,1,0,0,12.1,4872,0,2,1,NA,NA,NA
4525,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1002,Residential treatment Substance Use Disorder,256,0.98,0,13.4,29.2,4944,3,253,1,NA,NA,NA
4526,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1001,Residential treatment Psychiatric,55,0.8,0,32.2,42.3,5365.4,3,52,2,NA,NA,NA
4527,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99221,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and straightforward or low level medical decision making. When using total time on the date of the encounter for code selection 40 minutes must be met or exceeded.,2,0,0,0,0.1,0,0,2,0,NA,NA,NA
4528,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,14302,Adjacent tissue transfer or rearrangement any area each additional 30.0 sq cm or part thereof (List separately in addition to code for primary procedure),1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4529,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95714,Electroencephalogram with video (VEEG) review of data technical description by EEG technologist each increment of 12-26 hours unmonitored,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4530,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,54125,Amputation of penis complete,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4531,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,95720,Electroencephalogram (EEG) continuous recording physician or other qualified health care professional review of recorded events analysis of spike and seizure detection each increment of greater than 12 hours up to 26 hours of EEG recording interpret,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4532,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,J9217,Leuprolide Acetate Suspnsion,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4533,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0017,Alcohol And/Or Drug Services,1,0,0,0,0,0,0,1,0,NA,NA,NA
4534,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,53430,Urethroplasty reconstruction of female urethra,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4535,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,14301,Adjacent tissue transfer or rearrangement any area defect 30.1 sq cm to 60.0 sq cm,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4536,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,54520,Orchiectomy simple (including subcapsular) with or without testicular prosthesis scrotal or inguinal approach,1,0,0,0,238.9,0,0,1,0,NA,NA,NA
4537,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99223,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and high level of medical decision making. When using total time on the date of the encounter for code selection 75 minutes must be met or exceeded.,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4538,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,H0018,Alcohol And/Or Drug Services,1,0,0,0,0.1,851.2,0,1,3,NA,NA,NA
4539,Carrier J,2022,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99222,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date of the encounter for code selection 55 minutes must be met or exceeded.,1,0,0,0,0.1,0,0,1,0,NA,NA,NA
4540,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,92507,Treatment of speech language voice communication and/or auditory processing disorder individual,238,0.61,0,1.2,49.7,2088,1,237,1,NA,NA,NA
4541,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,71271,Computed tomography thorax low dose for lung cancer screening without contrast material(s),232,0.93,0,0,2.8,0,0,232,0,NA,NA,NA
4542,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0015,Alcohol And/Or Drug Services,204,1,0,13.4,14,0,3,201,0,NA,NA,NA
4543,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0035,Mental Health Partial Hospitalization Treatment Less Than 24 Hours,115,0.91,0,0,40.9,0,0,115,0,NA,NA,NA
4544,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90868,Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment subsequent delivery and management per session,104,0.93,0,28.8,37,3480,5,99,1,NA,NA,NA
4545,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90867,Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment initial including cortical mapping motor threshold determination delivery and management,104,0.93,0,35.4,37.3,0,4,100,0,NA,NA,NA
4546,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H2036,Alcohol and/or other drug treatment program per diem,91,0.97,0,18.3,27,0,1,90,0,NA,NA,NA
4547,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90869,Therapeutic repetitive transcranial magnetic stimulation (TMS) treatment subsequent motor threshold re-determination with delivery and management,78,0.95,0,38.8,35.2,0,3,75,0,NA,NA,NA
4548,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97530,Therapeutic activities direct (one-on-one) patient contact (use of dynamic activities to improve functional performance) each 15 minutes,53,0.6,0,0,38,0,0,53,0,NA,NA,NA
4549,Carrier J,2022,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,70551,MRI of brain,44,0.98,0,0,2.6,0,0,44,0,NA,NA,NA
4550,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,92522,Evaluation of speech sound production (eg articulation phonological process apraxia dysarthria),8,1,0,0,18.1,0,0,8,0,NA,NA,NA
4551,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,81229,Cytogenomic constitutional (genome-wide) microarray analysis interrogation of genomic regions for copy number and single nucleotide polymorphism (SNP) variants for chromosomal abnormalities,7,1,0,0,9.8,720,0,7,1,NA,NA,NA
4552,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70450,CT head or brain wo contrast,4,1,0,0,0,0,0,4,0,NA,NA,NA
4553,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,19318,Breast reduction,4,1,0,0,42.6,0,0,4,0,NA,NA,NA
4554,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,41899,Unlisted procedure dentoalveolar structures,3,1,0,0,43,0,0,3,0,NA,NA,NA
4555,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,81416,Exome (eg unexplained constitutional or heritable disorder or syndrome) sequence analysis each comparator exome (eg parents siblings) (List separately in addition to code for primary procedure),3,1,0,0,32.2,0,0,3,0,NA,NA,NA
4556,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,92609,Therapeutic services for the use of speech-generating device including programming and modification,3,1,0,0,28.3,0,0,3,0,NA,NA,NA
4557,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,81415,Exome (eg unexplained constitutional or heritable disorder or syndrome) sequence analysis,3,1,0,0,32.2,0,0,3,0,NA,NA,NA
4558,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,21122,Genioplasty sliding osteotomies 2 or more osteotomies (eg wedge excision or bone wedge reversal for asymmetrical chin),2,1,0,0,150.2,0,0,2,0,NA,NA,NA
4559,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,17380,Electrolysis epilation each 30 minutes,2,1,0,0,54.5,0,0,2,0,NA,NA,NA
4560,Carrier J,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,15769,Grafting of autologous soft tissue other harvested by direct excision (eg fat dermis fascia),2,1,0,0,2949.9,0,0,2,0,NA,NA,NA
